Todos os Resultados da Mega Sena na ordem do sorteio | Rede Loteria,,,,,,,,,,
Conc.,Data,,,,,,,Gan.,Prêmio,Apostas
1467,09/02/2013,41,53,26,23,52,24,1,"3,097,080.96",
1466,06/02/2013,04,13,51,37,06,34,1,"29,873,254.83",
1465,02/02/2013,11,06,53,44,16,26,0,,
1464,30/01/2013,59,02,54,32,24,50,0,,
1463,26/01/2013,40,22,13,29,48,28,0,,
1462,23/01/2013,05,09,25,40,38,27,1,"22,470,803.48",
1461,19/01/2013,44,31,49,54,36,47,0,,
1460,16/01/2013,50,52,14,04,27,38,0,,
1459,12/01/2013,02,06,35,30,52,34,1,"13,246,202.09",
1458,09/01/2013,02,16,04,44,33,51,0,,
1457,05/01/2013,34,16,46,15,42,59,0,,
1456,02/01/2013,36,06,40,14,08,26,0,,
1455,31/12/2012,33,14,52,36,32,41,3,"81,594,699.72",
1454,22/12/2012,27,52,41,29,04,48,0,,
1453,20/12/2012,47,32,25,57,06,13,0,,
1452,18/12/2012,50,57,58,28,02,14,0,,
1451,15/12/2012,57,10,33,02,11,52,0,,
1450,12/12/2012,27,45,44,26,38,31,0,,
1449,08/12/2012,02,18,30,56,52,06,0,,
1448,05/12/2012,25,29,36,01,56,60,0,,
1447,01/12/2012,01,41,28,33,39,19,0,,
1446,28/11/2012,13,32,06,51,40,24,1,"2,639,040.77",
1445,24/11/2012,41,32,19,58,05,49,1,"33,883,410.57",
1444,21/11/2012,02,05,55,28,27,48,0,,
1443,17/11/2012,52,32,12,54,20,48,0,,
1442,14/11/2012,12,20,13,49,34,30,0,,
1441,10/11/2012,56,29,53,36,38,17,0,,
1440,07/11/2012,06,28,56,02,36,51,1,"24,405,605.10",
1439,03/11/2012,35,55,02,43,34,42,0,,
1438,31/10/2012,49,07,33,31,36,14,2,"19,240,377.33",
1437,27/10/2012,48,37,26,22,38,23,0,,
1436,24/10/2012,01,23,13,30,24,57,0,,
1435,20/10/2012,45,47,50,52,15,04,0,,
1434,17/10/2012,03,34,58,22,18,55,2,"1,352,380.47",
1433,13/10/2012,14,46,40,13,04,52,1,"33,905,517.49",
1432,10/10/2012,16,24,25,45,59,42,0,,
1431,06/10/2012,33,54,40,05,09,13,0,,
1430,03/10/2012,19,02,30,46,22,52,0,,
1429,29/09/2012,09,22,60,48,12,39,0,,
1428,26/09/2012,15,55,37,34,19,07,1,"8,826,040.59",
1427,22/09/2012,47,44,53,56,08,39,0,,
1426,19/09/2012,24,44,06,15,18,30,0,,
1425,15/09/2012,07,29,50,16,38,36,1,"17,534,538.97",
1424,12/09/2012,60,38,29,03,07,15,0,,
1423,08/09/2012,43,08,21,27,03,25,3,"729,819.96",
1422,05/09/2012,17,44,02,05,13,39,1,"2,662,243.82",
1421,01/09/2012,31,39,59,19,53,44,1,"27,700,609.77",
1420,29/08/2012,45,16,18,11,36,02,0,,
1419,25/08/2012,52,21,48,58,30,17,0,,
1418,22/08/2012,07,08,10,27,12,56,0,,
1417,18/08/2012,12,56,05,52,45,59,4,"773,932.30",
1416,15/08/2012,49,03,19,35,22,24,2,"14,192,091.49",
1415,11/08/2012,51,49,46,40,36,26,0,,
1414,09/08/2012,44,49,57,37,21,46,0,,
1413,07/08/2012,54,33,13,55,45,15,0,,
1412,04/08/2012,06,08,37,24,45,41,1,"3,288,513.09",
1411,01/08/2012,32,44,12,08,48,46,2,"21,505,646.36",
1410,28/07/2012,54,29,18,42,40,50,0,,
1409,25/07/2012,50,06,47,58,26,19,0,,
1408,21/07/2012,43,39,20,19,24,04,0,,
1407,18/07/2012,53,42,31,43,29,18,0,,
1406,14/07/2012,07,10,38,17,24,57,0,,
1405,11/07/2012,14,17,32,37,39,03,1,"27,622,910.73",
1404,07/07/2012,07,32,31,51,27,08,0,,
1403,04/07/2012,16,39,13,26,42,20,0,,
1402,30/06/2012,38,10,27,02,21,09,0,,
1401,27/06/2012,12,11,54,33,48,25,1,"25,157,779.26",
1400,23/06/2012,34,26,09,43,54,53,0,,
1399,20/06/2012,39,43,60,57,34,56,2,"19,136,470.53",
1398,16/06/2012,42,51,14,40,32,33,0,,
1397,13/06/2012,15,56,03,27,04,07,0,,
1396,09/06/2012,52,48,54,58,55,29,0,,
1395,06/06/2012,05,44,11,19,17,48,0,,
1394,02/06/2012,11,35,16,46,24,50,0,,
1393,30/05/2012,44,28,18,24,04,39,1,"8,139,697.37",
1392,26/05/2012,43,08,02,28,33,12,0,,
1391,23/05/2012,19,07,12,34,53,40,0,,
1390,19/05/2012,29,27,19,04,28,31,2,"6,920,519.93",
1389,16/05/2012,01,44,39,16,57,28,1,"13,488,668.85",
1388,12/05/2012,54,31,50,43,29,22,0,,
1387,09/05/2012,43,27,18,52,50,32,0,,
1386,05/05/2012,39,56,28,12,51,38,0,,
1385,02/05/2012,42,37,35,27,59,36,1,"13,402,970.05",
1384,28/04/2012,56,18,31,02,30,45,2,"4,030,007.03",
1383,25/04/2012,09,55,23,44,07,46,0,,
1382,20/04/2012,17,27,55,13,05,16,0,,
1381,18/04/2012,44,30,27,11,40,57,1,"22,817,234.34",
1380,14/04/2012,52,14,03,60,57,55,0,,
1379,11/04/2012,45,05,36,12,50,58,0,,
1378,07/04/2012,18,17,59,02,54,05,0,,
1377,04/04/2012,25,05,13,12,35,02,1,"5,600,981.17",
1376,31/03/2012,53,49,21,11,54,09,0,,
1375,28/03/2012,25,28,53,45,14,58,2,"7,822,077.02",
1374,24/03/2012,21,33,28,31,43,06,0,,
1373,21/03/2012,52,39,07,27,55,57,1,"8,520,148.41",
1372,17/03/2012,46,60,58,36,40,03,0,,
1371,14/03/2012,47,11,08,49,03,04,0,,
1370,10/03/2012,02,27,59,49,04,05,2,"7,499,281.75",
1369,07/03/2012,32,24,16,38,05,46,0,,
1368,03/03/2012,10,26,29,38,32,21,1,"4,873,830.43",
1367,01/03/2012,38,29,43,13,07,02,0,,
1366,25/02/2012,59,44,54,37,27,12,1,"22,902,720.55",
1365,22/02/2012,50,35,32,26,02,24,0,,
1364,18/02/2012,20,13,40,10,53,44,0,,
1363,15/02/2012,52,25,42,45,35,57,0,,
1362,11/02/2012,58,19,12,22,02,36,3,"1,924,196.22",
1361,08/02/2012,37,27,44,30,38,23,0,,
1360,04/02/2012,50,25,17,16,54,02,2,"22,673,254.06",
1359,01/02/2012,12,17,28,53,06,10,0,,
1358,28/01/2012,16,15,37,03,35,47,0,,
1357,25/01/2012,55,52,26,19,01,24,0,,
1356,21/01/2012,21,46,06,22,13,31,0,,
1355,18/01/2012,39,49,11,24,17,46,0,,
1354,14/01/2012,02,42,08,49,48,38,1,"2,815,977.40",
1353,11/01/2012,47,11,03,27,32,13,1,"8,311,160.99",
1352,07/01/2012,35,59,36,09,18,24,0,,
1351,04/01/2012,13,50,41,36,56,33,0,,
1350,31/12/2011,04,36,29,55,45,03,5,"35,523,497.52",
1349,24/12/2011,09,19,20,50,60,51,1,"7,099,412.95",
1348,22/12/2011,38,45,39,07,12,56,0,,
1347,20/12/2011,19,45,54,56,46,09,0,,
1346,17/12/2011,59,47,32,48,40,12,1,"24,409,476.19",
1345,14/12/2011,50,40,26,07,19,17,0,,
1344,10/12/2011,19,42,08,36,21,59,3,"12,497,169.80",
1343,07/12/2011,51,31,42,20,56,19,0,,
1342,03/12/2011,05,60,46,42,50,07,0,,
1341,30/11/2011,11,40,37,20,01,52,0,,
1340,26/11/2011,36,21,13,59,60,30,0,,
1339,23/11/2011,59,10,16,14,07,54,0,,
1338,19/11/2011,19,33,18,43,60,01,1,"5,448,452.03",
1337,16/11/2011,38,02,45,35,20,51,0,,
1336,12/11/2011,51,54,32,01,38,47,1,"3,086,420.09",
1335,09/11/2011,49,03,51,20,22,14,1,"21,885,288.49",
1334,05/11/2011,08,25,27,06,10,01,0,,
1333,03/11/2011,25,51,26,42,28,33,0,,
1332,29/10/2011,05,13,03,24,35,59,1,"2,963,357.08",
1331,26/10/2011,24,46,39,57,26,09,1,"29,215,205.37",
1330,22/10/2011,48,08,21,18,49,30,0,,
1329,19/10/2011,43,50,08,07,39,11,0,,
1328,15/10/2011,43,27,59,53,23,10,1,"45,390,782.32",
1327,13/10/2011,41,35,36,16,52,54,0,,
1326,08/10/2011,30,19,10,18,50,11,0,,
1325,05/10/2011,35,02,20,43,05,16,0,,
1324,01/10/2011,29,44,51,31,18,57,0,,
1323,28/09/2011,25,37,15,06,48,55,0,,
1322,24/09/2011,55,43,21,10,47,53,0,,
1321,21/09/2011,51,59,47,10,60,53,1,"31,071,213.53",
1320,17/09/2011,38,17,55,41,24,25,0,,
1319,14/09/2011,16,04,18,27,05,51,0,,
1318,10/09/2011,34,46,14,28,11,16,0,,
1317,08/09/2011,35,29,37,13,06,30,0,,
1316,03/09/2011,48,34,25,42,13,08,1,"2,824,002.29",
1315,31/08/2011,27,29,01,50,52,38,1,"63,981,675.84",
1314,27/08/2011,42,44,52,58,60,38,0,,
1313,24/08/2011,39,26,49,01,04,43,0,,
1312,20/08/2011,28,30,29,22,20,05,0,,
1311,17/08/2011,54,07,19,12,45,09,0,,
1310,13/08/2011,14,08,53,09,59,32,0,,
1309,11/08/2011,07,12,25,26,32,39,0,,
1308,09/08/2011,24,33,07,30,47,08,0,,
1307,06/08/2011,10,47,54,07,43,32,1,"32,075,789.45",
1306,03/08/2011,45,06,19,34,43,22,0,,
1305,30/07/2011,44,11,05,46,36,03,0,,
1304,27/07/2011,35,23,15,07,20,14,0,,
1303,23/07/2011,19,51,54,08,52,46,0,,
1302,20/07/2011,44,15,56,02,10,57,0,,
1301,16/07/2011,16,25,03,51,23,56,1,"2,751,015.40",
1300,13/07/2011,46,43,59,54,44,53,2,"9,484,391.42",
1299,09/07/2011,56,32,08,22,43,53,0,,
1298,06/07/2011,60,14,53,30,15,55,1,"9,047,534.60",
1297,02/07/2011,02,56,11,05,59,13,0,,
1296,29/06/2011,49,43,14,10,53,46,0,,
1295,25/06/2011,20,02,43,15,05,57,1,"73,451,540.26",
1294,22/06/2011,06,50,04,48,29,51,0,,
1293,18/06/2011,24,50,01,44,13,40,0,,
1292,15/06/2011,30,31,23,09,54,11,0,,
1291,11/06/2011,18,57,58,40,47,54,0,,
1290,08/06/2011,14,50,03,23,02,34,0,,
1289,04/06/2011,13,08,27,01,03,52,2,"26,440,275.46",
1288,01/06/2011,42,32,56,40,30,17,0,,
1287,28/05/2011,33,42,12,31,11,52,0,,
1286,25/05/2011,05,52,02,33,51,28,0,,
1285,21/05/2011,33,10,15,38,31,28,0,,
1284,18/05/2011,26,21,20,36,31,29,0,,
1283,14/05/2011,59,08,60,44,40,30,0,,
1282,11/05/2011,04,39,56,23,52,55,0,,
1281,07/05/2011,36,14,30,38,11,08,1,"34,943,738.22",
1280,04/05/2011,29,06,54,10,20,16,0,,
1279,30/04/2011,08,29,36,35,14,40,0,,
1278,27/04/2011,04,16,24,56,25,30,0,,
1277,23/04/2011,50,59,18,31,60,12,0,,
1276,20/04/2011,09,40,05,22,36,11,2,"35,704,303.03",
1275,16/04/2011,58,55,14,02,60,48,0,,
1274,13/04/2011,13,59,21,17,40,39,0,,
1273,09/04/2011,60,26,19,58,13,40,0,,
1272,06/04/2011,28,27,13,35,26,52,0,,
1271,02/04/2011,02,52,39,59,48,01,0,,
1270,30/03/2011,31,33,24,05,42,09,0,,
1269,26/03/2011,51,05,27,04,15,17,2,"19,413,790.51",
1268,23/03/2011,17,53,60,44,16,03,0,,
1267,19/03/2011,47,58,04,41,20,30,0,,
1266,16/03/2011,39,06,42,10,60,33,0,,
1265,12/03/2011,13,50,46,24,60,19,0,,
1264,09/03/2011,56,17,37,51,04,36,0,,
1263,05/03/2011,41,53,18,04,36,26,0,,
1262,02/03/2011,11,39,09,05,08,07,2,"16,677,746.77",
1261,26/02/2011,10,41,14,22,53,42,0,,
1260,23/02/2011,19,23,31,53,29,41,0,,
1259,19/02/2011,39,54,58,46,04,06,0,,
1258,16/02/2011,47,26,11,57,59,55,0,,
1257,12/02/2011,27,15,30,52,26,02,2,"26,211,767.61",
1256,09/02/2011,26,38,33,35,53,43,0,,
1255,05/02/2011,23,05,54,39,38,51,0,,
1254,02/02/2011,09,29,18,07,14,39,0,,
1253,29/01/2011,02,51,17,44,43,23,0,,
1252,26/01/2011,35,02,51,14,49,39,0,,
1251,22/01/2011,48,27,34,52,46,05,0,,
1250,19/01/2011,59,01,02,40,51,24,0,,
1249,15/01/2011,03,40,08,53,51,36,1,"11,177,972.67",
1248,12/01/2011,20,33,58,34,57,60,0,,
1247,08/01/2011,09,11,24,03,51,36,0,,
1246,05/01/2011,59,10,37,57,40,43,0,,
1245,31/12/2010,34,10,37,50,43,02,4,"48,598,800.01",
1244,24/12/2010,45,08,34,15,02,25,0,,
1243,22/12/2010,32,19,23,57,09,29,0,,
1242,20/12/2010,54,45,51,11,34,48,0,,
1241,18/12/2010,13,26,25,10,28,45,0,,
1240,15/12/2010,22,42,49,08,12,09,0,,
1239,11/12/2010,15,01,48,37,39,52,0,,
1238,08/12/2010,40,45,24,14,13,39,0,,
1237,04/12/2010,26,21,39,05,18,59,1,"30,150,521.09",
1236,01/12/2010,17,20,38,08,53,03,0,,
1235,27/11/2010,16,49,55,20,10,26,0,,
1234,24/11/2010,03,05,24,19,30,35,0,,
1233,20/11/2010,49,22,59,29,32,54,0,,
1232,17/11/2010,12,18,15,08,11,22,0,,
1231,13/11/2010,20,27,49,05,23,39,1,"22,383,261.66",
1230,10/11/2010,37,35,12,22,19,09,0,,
1229,06/11/2010,12,49,60,32,30,40,0,,
1228,03/11/2010,36,10,60,52,50,23,0,,
1227,30/10/2010,35,31,04,30,54,28,1,"5,445,377.96",
1226,27/10/2010,31,55,56,50,40,10,0,,
1225,23/10/2010,32,55,34,31,50,40,1,"24,970,852.82",
1224,20/10/2010,41,19,57,53,21,27,1,"13,344,577.42",
1223,16/10/2010,17,15,48,42,35,47,0,,
1222,13/10/2010,26,19,48,57,05,08,0,,
1221,09/10/2010,46,05,58,37,14,43,0,,
1220,06/10/2010,48,55,52,43,05,15,1,"119,142,144.20",
1219,02/10/2010,34,37,41,53,02,33,0,,
1218,29/09/2010,33,23,29,46,10,31,0,,
1217,25/09/2010,05,43,28,15,11,50,0,,
1216,22/09/2010,07,25,04,58,13,27,0,,
1215,18/09/2010,47,51,10,50,30,25,0,,
1214,15/09/2010,05,41,29,36,30,48,0,,
1213,11/09/2010,03,53,45,11,34,26,0,,
1212,08/09/2010,35,50,02,23,33,40,0,,
1211,04/09/2010,36,54,03,31,15,48,7,"13,217,564.89",
1210,01/09/2010,03,07,09,10,31,34,0,,
1209,28/08/2010,30,17,38,14,05,35,0,,
1208,25/08/2010,45,12,01,26,54,20,0,,
1207,21/08/2010,32,35,22,09,56,11,0,,
1206,18/08/2010,02,11,37,36,48,06,0,,
1205,14/08/2010,14,04,26,35,29,13,0,,
1204,11/08/2010,10,25,05,39,52,43,0,,
1203,07/08/2010,55,30,33,09,07,38,0,,
1202,04/08/2010,09,60,11,53,48,08,0,,
1201,31/07/2010,36,32,55,49,60,28,0,,
1200,28/07/2010,10,03,39,54,56,11,1,"21,815,376.29",
1199,24/07/2010,58,28,23,39,16,19,0,,
1198,21/07/2010,29,22,36,58,41,48,0,,
1197,17/07/2010,39,54,36,37,60,49,0,,
1196,14/07/2010,60,03,20,19,58,06,0,,
1195,10/07/2010,27,17,57,26,55,20,1,"20,642,817.77",
1194,07/07/2010,24,53,41,06,13,50,0,,
1193,03/07/2010,12,54,02,32,14,09,0,,
1192,30/06/2010,49,17,20,59,57,52,0,,
1191,26/06/2010,25,22,11,16,33,03,0,,
1190,23/06/2010,11,53,56,37,10,19,2,"9,806,336.06",
1189,19/06/2010,50,21,14,35,31,27,0,,
1188,16/06/2010,60,52,59,09,44,20,0,,
1187,12/06/2010,08,49,43,17,40,19,0,,
1186,09/06/2010,41,12,15,07,13,08,1,"21,726,964.78",
1185,05/06/2010,54,10,02,43,21,35,0,,
1184,02/06/2010,04,23,27,28,09,30,0,,
1183,29/05/2010,12,05,10,20,29,37,4,"8,393,631.32",
1182,26/05/2010,52,29,56,60,02,04,0,,
1181,22/05/2010,44,18,45,31,26,20,0,,
1180,19/05/2010,60,12,34,30,44,57,0,,
1179,15/05/2010,59,28,47,60,22,05,0,,
1178,12/05/2010,01,53,22,50,45,30,0,,
1177,08/05/2010,33,52,55,47,38,50,1,"32,015,488.03",
1176,05/05/2010,21,11,49,14,33,30,0,,
1175,30/04/2010,02,03,12,37,47,16,0,,
1174,28/04/2010,07,52,06,51,47,39,0,,
1173,24/04/2010,07,25,24,36,05,47,0,,
1172,20/04/2010,28,52,06,43,12,56,0,,
1171,17/04/2010,41,03,10,30,57,13,0,,
1170,14/04/2010,46,11,27,34,49,13,1,"19,095,125.12",
1169,10/04/2010,14,01,11,23,42,48,1,"46,206,248.49",
1168,07/04/2010,47,20,04,56,53,05,0,,
1167,03/04/2010,43,28,56,20,52,51,0,,
1166,31/03/2010,35,28,54,30,22,31,0,,
1165,27/03/2010,20,52,60,42,54,40,0,,
1164,24/03/2010,17,06,14,40,49,26,0,,
1163,20/03/2010,05,51,31,53,47,17,0,,
1162,17/03/2010,31,25,18,41,22,30,0,,
1161,13/03/2010,48,47,07,04,42,51,0,,
1160,10/03/2010,40,05,03,48,01,18,1,"29,887,804.73",
1159,06/03/2010,53,46,05,06,34,55,0,,
1158,03/03/2010,23,31,60,55,30,54,0,,
1157,27/02/2010,46,09,43,41,49,29,4,"18,179,694.01",
1156,24/02/2010,31,49,44,24,09,48,0,,
1155,20/02/2010,28,58,41,40,51,20,0,,
1154,17/02/2010,04,14,21,26,12,28,0,,
1153,13/02/2010,55,46,34,17,19,06,0,,
1152,10/02/2010,47,36,44,29,20,14,0,,
1151,06/02/2010,01,25,04,14,21,51,0,,
1150,03/02/2010,28,17,35,52,31,15,0,,
1149,30/01/2010,46,54,08,36,07,23,0,,
1148,27/01/2010,48,32,29,55,27,28,0,,
1147,23/01/2010,23,39,52,31,06,33,0,,
1146,20/01/2010,10,34,53,33,28,06,0,,
1145,16/01/2010,19,03,60,33,24,16,1,"14,836,725.73",
1144,13/01/2010,19,10,49,18,01,44,0,,
1143,09/01/2010,35,47,60,44,30,03,0,,
1142,06/01/2010,28,31,15,58,03,26,0,,
1141,02/01/2010,40,09,37,58,50,60,0,,
1140,31/12/2009,49,58,40,46,10,27,2,"72,450,747.46",
1139,26/12/2009,36,42,37,09,28,31,0,,
1138,24/12/2009,04,25,18,15,36,02,0,,
1137,22/12/2009,21,28,19,25,50,43,0,,
1136,19/12/2009,07,31,32,37,43,34,0,,
1135,16/12/2009,05,04,19,39,06,23,1,"16,270,571.71",
1134,12/12/2009,29,36,56,22,09,51,0,,
1133,09/12/2009,16,05,58,39,10,21,1,"23,878,446.59",
1132,05/12/2009,52,30,27,12,55,33,0,,
1131,02/12/2009,49,34,36,01,16,08,0,,
1130,28/11/2009,23,49,32,54,18,05,0,,
1129,25/11/2009,47,19,17,12,32,55,0,,
1128,21/11/2009,60,08,39,52,24,16,1,"1,903,809.92",
1127,18/11/2009,24,08,14,05,29,30,3,"1,463,875.35",
1126,14/11/2009,59,31,57,04,52,42,0,,
1125,11/11/2009,07,42,56,29,33,03,1,"19,093,732.19",
1124,07/11/2009,49,11,07,18,16,33,0,,
1123,04/11/2009,19,04,39,14,45,60,0,,
1122,31/10/2009,49,44,56,26,46,55,0,,
1121,28/10/2009,18,04,59,54,56,17,1,"22,023,474.44",
1120,24/10/2009,50,55,07,35,44,40,0,,
1119,21/10/2009,44,54,41,45,34,10,0,,
1118,17/10/2009,55,44,08,20,43,21,0,,
1117,14/10/2009,27,35,40,01,06,17,0,,
1116,10/10/2009,17,20,04,47,09,13,1,"14,545,870.49",
1115,07/10/2009,44,41,18,50,37,30,0,,
1114,03/10/2009,16,03,22,54,25,15,1,"2,310,563.74",
1113,30/09/2009,47,36,29,59,03,06,2,"2,321,158.61",
1112,26/09/2009,04,34,52,32,58,43,0,,
1111,23/09/2009,04,43,25,09,33,32,1,"2,100,928.15",
1110,19/09/2009,26,45,06,28,42,14,2,"12,343,077.59",
1109,16/09/2009,11,52,14,06,29,08,0,,
1108,12/09/2009,60,44,07,39,43,09,0,,
1107,09/09/2009,36,20,54,09,03,53,0,,
1106,05/09/2009,04,15,50,60,43,47,0,,
1105,02/09/2009,43,01,50,28,57,15,1,"21,878,202.24",
1104,29/08/2009,03,35,58,49,02,06,0,,
1103,26/08/2009,41,19,10,28,55,56,0,,
1102,22/08/2009,46,23,09,35,11,51,0,,
1101,19/08/2009,07,12,57,06,24,10,1,"22,310,116.55",
1100,15/08/2009,41,33,17,18,07,42,0,,
1099,12/08/2009,55,44,38,35,14,31,0,,
1098,08/08/2009,30,20,21,11,50,52,1,"2,656,519.77",
1097,05/08/2009,21,48,33,01,56,17,1,"34,907,671.59",
1096,01/08/2009,03,41,52,14,13,16,0,,
1095,29/07/2009,27,23,36,10,21,16,0,,
1094,25/07/2009,10,09,48,36,41,21,1,"55,863,193.02",
1093,22/07/2009,27,49,38,23,41,19,0,,
1092,18/07/2009,40,30,01,09,33,34,0,,
1091,15/07/2009,27,56,17,24,49,23,0,,
1090,11/07/2009,24,09,40,20,36,42,0,,
1089,08/07/2009,37,48,32,02,18,20,0,,
1088,04/07/2009,24,42,35,31,06,57,0,,
1087,01/07/2009,36,46,28,32,03,20,0,,
1086,27/06/2009,45,04,06,23,10,02,4,"13,904,065.20",
1085,24/06/2009,39,50,21,12,40,55,0,,
1084,20/06/2009,20,05,29,59,40,33,0,,
1083,17/06/2009,20,28,42,23,10,43,0,,
1082,13/06/2009,04,40,50,17,55,38,0,,
1081,10/06/2009,09,56,29,52,16,24,0,,
1080,06/06/2009,56,11,20,41,34,18,0,,
1079,03/06/2009,36,12,37,24,05,28,1,"4,033,499.58",
1078,30/05/2009,03,06,45,34,41,43,0,,
1077,27/05/2009,11,06,18,05,37,09,2,"14,486,088.42",
1076,23/05/2009,32,33,10,19,42,04,0,,
1075,20/05/2009,53,39,16,21,10,12,0,,
1074,16/05/2009,03,47,10,50,29,23,0,,
1073,13/05/2009,44,36,32,08,34,25,0,,
1072,09/05/2009,19,18,54,47,43,09,0,,
1071,06/05/2009,05,37,43,07,53,54,0,,
1070,02/05/2009,41,53,08,23,05,16,2,"8,120,833.45",
1069,29/04/2009,28,17,49,53,45,09,1,"36,400,425.15",
1068,25/04/2009,44,48,25,57,27,47,0,,
1067,22/04/2009,14,10,56,25,04,28,0,,
1066,18/04/2009,10,43,49,32,25,06,0,,
1065,15/04/2009,07,57,19,43,39,30,0,,
1064,11/04/2009,28,04,19,16,49,29,0,,
1063,08/04/2009,49,01,22,47,44,50,0,,
1062,04/04/2009,55,08,02,37,23,33,0,,
1061,01/04/2009,09,41,56,23,21,30,0,,
1060,28/03/2009,01,41,03,18,16,42,1,"8,287,163.48",
1059,25/03/2009,37,01,14,45,12,16,1,"1,600,783.97",
1058,21/03/2009,20,51,57,45,24,18,1,"3,671,709.67",
1057,18/03/2009,15,49,59,04,03,02,0,,
1056,14/03/2009,38,08,50,53,59,06,1,"1,872,397.32",
1055,11/03/2009,27,32,15,12,20,16,2,"5,273,833.35",
1054,07/03/2009,41,27,13,60,14,18,0,,
1053,04/03/2009,15,42,27,53,34,49,1,"1,629,650.34",
1052,28/02/2009,08,11,16,15,57,52,1,"14,557,865.34",
1051,25/02/2009,57,11,07,43,10,13,0,,
1050,21/02/2009,60,14,45,24,33,26,0,,
1049,18/02/2009,34,17,52,05,02,29,1,"1,636,050.81",
1048,14/02/2009,57,03,38,21,28,16,1,"3,901,088.76",
1047,11/02/2009,01,02,10,48,14,08,0,,
1046,07/02/2009,57,40,28,42,54,55,1,"23,031,543.81",
1045,04/02/2009,31,06,05,17,50,01,0,,
1044,31/01/2009,58,10,39,11,13,35,0,,
1043,28/01/2009,25,14,51,48,60,21,0,,
1042,24/01/2009,25,46,51,18,13,30,0,,
1041,21/01/2009,12,10,36,54,44,57,1,"29,372,147.91",
1040,17/01/2009,44,01,28,55,06,39,0,,
1039,14/01/2009,52,02,20,27,36,24,0,,
1038,10/01/2009,51,07,06,28,35,43,0,,
1037,07/01/2009,56,36,04,44,46,53,0,,
1036,03/01/2009,27,39,36,10,41,52,1,"44,550,370.27",
1035,31/12/2008,51,60,01,11,59,26,0,,
1034,27/12/2008,20,42,01,03,49,18,0,,
1033,24/12/2008,39,06,05,33,54,17,0,,
1032,20/12/2008,57,43,15,29,26,16,0,,
1031,17/12/2008,49,33,24,40,46,43,1,"19,067,463.74",
1030,13/12/2008,57,08,54,01,23,37,0,,
1029,10/12/2008,17,05,16,24,20,32,1,"32,271,347.11",
1028,06/12/2008,54,26,34,51,20,52,0,,
1027,03/12/2008,20,18,47,44,60,33,0,,
1026,29/11/2008,10,33,51,53,06,17,0,,
1025,26/11/2008,52,40,29,27,28,10,0,,
1024,22/11/2008,28,53,18,39,22,29,0,,
1023,19/11/2008,45,40,02,07,18,08,0,,
1022,16/11/2008,31,21,40,39,56,05,0,,
1021,12/11/2008,42,55,51,43,02,33,1,"17,819,642.97",
1020,08/11/2008,19,32,52,01,02,39,0,,
1019,05/11/2008,29,47,04,13,46,23,0,,
1018,01/11/2008,55,51,58,09,44,24,0,,
1017,29/10/2008,31,51,19,06,56,34,0,,
1016,25/10/2008,11,09,25,05,60,20,1,"13,814,409.97",
1015,22/10/2008,49,08,28,03,26,17,0,,
1014,18/10/2008,60,57,09,25,08,41,0,,
1013,15/10/2008,07,09,20,41,12,19,1,"15,668,367.92",
1012,11/10/2008,47,19,58,14,40,55,0,,
1011,08/10/2008,30,02,52,21,11,35,0,,
1010,04/10/2008,02,46,03,37,13,54,0,,
1009,01/10/2008,34,12,01,06,58,29,2,"2,591,825.61",
1008,27/09/2008,07,15,42,48,34,13,0,,
1007,24/09/2008,49,27,04,36,52,37,0,,
1006,20/09/2008,48,17,04,33,55,02,1,"1,675,260.09",
1005,17/09/2008,06,41,04,37,12,42,1,"12,989,451.54",
1004,13/09/2008,45,47,29,40,44,43,0,,
1003,10/09/2008,10,27,23,05,16,26,1,"1,609,524.90",
1002,06/09/2008,03,31,07,25,40,58,1,"24,880,988.57",
1001,03/09/2008,15,37,27,12,60,51,0,,
1000,30/08/2008,49,58,53,39,38,29,0,,
999,27/08/2008,44,36,55,58,18,24,0,,
998,23/08/2008,28,21,04,32,03,22,0,,
997,20/08/2008,18,53,55,32,09,17,0,,
996,16/08/2008,21,23,20,07,29,15,2,"14,458,257.67",
995,13/08/2008,04,54,55,36,16,31,0,,
994,09/08/2008,44,40,58,29,03,20,0,,
993,06/08/2008,26,25,42,60,05,24,0,,
992,02/08/2008,06,08,04,01,25,28,0,,
991,30/07/2008,08,38,60,41,15,09,0,,
990,26/07/2008,29,18,02,15,10,39,2,"26,586,140.51",
989,23/07/2008,38,21,27,02,29,32,0,,
988,19/07/2008,48,17,46,56,60,08,0,,
987,16/07/2008,47,27,13,31,34,58,0,,
986,12/07/2008,32,06,31,24,15,19,0,,
985,09/07/2008,04,56,18,59,46,16,0,,
984,05/07/2008,46,20,04,43,47,10,0,,
983,02/07/2008,38,45,40,16,32,22,1,"24,038,180.79",
982,28/06/2008,12,24,08,40,43,49,0,,
981,25/06/2008,08,41,53,01,58,34,0,,
980,21/06/2008,35,17,59,15,36,29,0,,
979,18/06/2008,28,03,39,51,31,15,0,,
978,14/06/2008,42,58,12,18,16,27,0,,
977,11/06/2008,17,03,09,32,07,05,1,"16,584,111.63",
976,07/06/2008,28,53,38,23,14,25,0,,
975,04/06/2008,33,09,37,40,41,30,0,,
974,31/05/2008,45,20,38,31,16,12,0,,
973,28/05/2008,53,36,08,30,01,47,0,,
972,24/05/2008,33,18,15,56,31,34,3,"912,435.75",
